"","IDCNTRY","booklet_id","IDSCHOOL","IDCLASS","person_id","ITSEX","dum.fr","dum.eng","dum.hk","dum.kor","dum.qat","dum.nor","dum.twn","ME52024","ME52058A","ME52058B","ME52125","ME52229","ME52063","ME52072","ME52146A","ME52146B","ME52092","ME52046","ME52083","ME52082","ME52161","ME52418A","ME52418B","ME72007","ME72025","ME72017","ME72190","ME72068","ME72076","ME72056","ME72098","ME72103","ME72121","ME72180","ME72198","ME72227","ME72170","ME72209","ME52024t","ME52058At","ME52058Bt","ME52125t","ME52229t","ME52063t","ME52072t","ME52146At","ME52146Bt","ME52092t","ME52046t","ME52083t","ME52082t","ME52161t","ME52418At","ME52418Bt","ME72007t","ME72025t","ME72017t","ME72190t","ME72068t","ME72076t","ME72056t","ME72098t","ME72103t","ME72121t","ME72180t","ME72198t","ME72227t","ME72170t","ME72209t"
"247","FRA","Booklet 01","5136","513601","51360113","Female",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.342,128.816,128.816,38.095,42.192,60.487,16.467,222.13,222.13,44.645,60.332,51.692,37.168,57.622,89.913,89.913,79.157,27.502,36.364,19.587,93.83,27.769,55.567,560.106,54.039,87.474,67.949,32.919,15.132,79.654,44.855
"248","FRA","Booklet 01","5137","513702","51370205","Male",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.765,173.615,173.615,60.814,41.59,10.68,10.775,102.8,102.8,15.035,37.303,48.537,4.168,26.39,7.92,7.92,11.236,10.344,7.507,83.935,46.682,27.595,4.224,45.623,292.056,5.433,22.838,4.273,2.112,49.756,36.862
"249","FRA","Booklet 01","5137","513702","51370221","Female",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,135.091,114.111,114.111,36.638,84.869,57.932,26.732,61.715,61.715,23.617,67.093,60.504,49.414,44.983,80.222,80.222,46.184,15.777,23.048,60.551,10.976,7.036,47.355,44.118,47.583,11.314,82.787,151.802,75.052,62.806,221.699
"250","FRA","Booklet 01","5138","513806","51380610","Male",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,82.582,179.434,179.434,39.781,101.066,39.454,24.767,133.517,133.517,38.34,101.02,89.102,31.276,26.587,55.005,55.005,53.493,97.018,101.159,84.234,29.924,5.891,224.867,31.854,55.264,47.678,115.338,52.91,133.973,41.284,173.302
"251","FRA","Booklet 01","5138","513806","51380626","Female",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,37.173,139.165,139.165,39.412,52.201,38.859,19.252,210.815,210.815,46.925,108.735,222.308,218.804,53.902,138.558,138.558,55.845,20.161,186.441,90.579,60.711,55.463,83.443,121.115,88.342,85.584,80.861,59.562,82.758,69.62,154.896
"252","FRA","Booklet 01","5139","513903","51390314","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,70.404,125.589,125.589,40.002,155.601,27.854,24.518,70.064,70.064,10.845,18.352,24.038,15.008,16.678,12.719,12.719,8.24,18.23,24.611,14.167,23.933,7.41,27.302,28.694,25.09,22.03,19.127,95.571,188.672,73.577,291.991
"253","FRA","Booklet 01","5140","514001","51400107","Male",0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,49.636,124.068,124.068,37.849,19.611,31.139,24.593,93.389,93.389,25.248,55.894,137.973,57.436,48.991,234.003,234.003,60.113,58.144,196.309,56.142,74.924,36.282,127.649,50.466,63.637,50.685,74.265,48.507,40.436,51.521,270.251
"254","FRA","Booklet 01","5140","514001","51400123","Female",0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,145.907,140.058,140.058,151.877,198.645,33.041,11.195,77.828,77.828,35.944,66.448,65.232,31.507,65.375,187.823,187.823,148.75,36.652,213.262,35.062,55.996,140.728,86.19,155.522,93.606,41.421,47.421,40.547,51.111,35.236,143.235
"255","FRA","Booklet 01","5141","514101","51410101","Female",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,66.963,139.696,139.696,29.304,16.689,103.184,24.047,109.363,109.363,62.829,92.488,50.999,35.339,41.376,125.357,125.357,56.057,25.831,53.19,37.531,44.731,33.836,280.214,744.687,196.042,111.508,49.904,62.584,30.772,45.941,26.443
"256","FRA","Booklet 01","5141","514101","51410117","Female",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.971,132.689,132.689,40.154,40.115,31.535,24.345,118.293,118.293,24.093,66.347,63.462,32.064,40.183,65.61,65.61,59.455,10.438,82.451,38.351,63.057,47.262,67.146,68.855,65.203,43.65,45.358,122.849,35.034,90.063,524.776
"257","FRA","Booklet 01","5141","514105","51410507","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21.395,202.199,202.199,117.17,48.991,137.188,29.526,63.045,63.045,59.738,25.418,30.47,3.536,2.886,8.53,8.53,8.392,9.968,9.081,62.358,13.792,3.198,14.167,25.625,45.057,54.777,20.28,64.28,11.163,20.798,24.712
"258","FRA","Booklet 01","5141","514105","51410523","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15.889,66.734,66.734,15.104,20.032,16.591,8.791,50.955,50.955,51.676,52.648,33.444,13.576,93.941,82.114,82.114,79.829,67.066,75.047,86.445,54.512,40.018,115.793,58.372,595.382,29.562,122.518,97.556,23.812,54.522,122.162
"259","FRA","Booklet 01","5142","514208","51420808","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25.593,96.784,96.784,49.368,44.72,28.355,11.72,122.974,122.974,18.801,22.693,19.808,15.957,35.263,116.338,116.338,0.116,25.521,58.715,49.441,47.68,10.341,73.113,45.023,55.977,23.896,46.318,122.438,46.061,137.271,150.331
"260","FRA","Booklet 01","5142","514208","51420824","Female",0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,111.023,166.181,166.181,81.176,34.923,81.602,20.946,545.404,545.404,87.62,157.179,155.949,78.959,35.091,249.537,249.537,46.628,77.512,282.395,34.968,44.092,19.978,68.501,157.138,122.273,24.983,16.632,NA,NA,NA,NA
"261","FRA","Booklet 01","5143","514304","51430423","Male",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,48.744,90.036,90.036,18.126,110.516,33.565,20.545,228.969,228.969,37.036,114.322,9.747,118.059,55.478,188.338,188.338,135.899,38.164,82.569,26.242,75.71,62.162,115.991,180.173,175.481,190.843,57.612,46.998,62.66,58.808,112.721
"262","FRA","Booklet 01","5144","514405","51440510","Male",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,80.653,148.667,148.667,57.839,25.553,63.136,57.252,251.721,251.721,33.16,79.31,135.759,101.745,58.388,284.917,284.917,131.209,226.818,257.859,70.968,57.129,84.201,103.566,16.913,76.935,45.442,67.719,25.499,68.045,38.762,46.592
"263","FRA","Booklet 01","5145","514502","51450209","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,93.441,109.086,109.086,53.469,66.535,79.477,28.552,527.882,527.882,47.913,268.104,142.06,186.39,39.414,353.857,353.857,86.469,104.696,121.434,63.96,51.566,40.281,112.363,123.073,2.429,NA,NA,NA,NA,NA,NA
"264","FRA","Booklet 01","5146","514601","51460117","Male",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.886,268.801,268.801,53.436,12.525,59.912,54.344,295.875,295.875,126.762,125.841,129.677,182.197,103.838,87.087,87.087,76.627,76.063,78.168,33.12,46,44.457,46.766,62.08,188.957,199.303,77.294,154.783,15.333,36.287,4.16
"265","FRA","Booklet 01","5146","514605","51460505","Male",0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,47.011,86.373,86.373,84.664,21.184,17.722,13.505,197.137,197.137,81.961,49.847,9.906,231.439,16.696,109.2,109.2,43.574,30.652,52.063,25.208,38.631,15.814,36.229,174.029,126.002,35.389,34.071,33.7,14.035,30.464,612.985
"266","FRA","Booklet 01","5147","514703","51470302","Male",0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,2,0,0,1,1,0,1,1,1,1,1,1,1,1,0,106.887,70.135,70.135,69.871,35.801,78.424,22.578,247.689,247.689,49.102,47.111,53.434,71.989,19.274,114.023,114.023,58.321,44.326,72.711,24.506,72.104,38.249,83.974,79.611,120.914,71.464,60.303,91.452,46.208,82.533,268.797
"267","FRA","Booklet 01","5147","514703","51470318","Female",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,44.262,111.74,111.74,19.429,42.591,90.497,23.665,92.5,92.5,41.541,84.451,83.95,76.472,86.539,179.705,179.705,135.113,208.76,171.301,41.47,131.751,58.686,93.829,105.121,46.11,140.377,64.788,88.871,43.944,38.747,290.572
"268","FRA","Booklet 01","5147","514706","51470605","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,20.822,182.832,182.832,61.057,95.015,78.483,11.352,214.864,214.864,35.59,77.234,82.447,13.987,32.107,90.09,90.09,39.618,27.863,50.763,29.908,31.387,43.271,24.379,168.256,18.488,51.732,70.215,54.842,63.07,43.61,329.677
"269","FRA","Booklet 01","5147","514706","51470621","Female",0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,70.213,194.236,194.236,58.647,70.937,77.546,13.924,246.983,246.983,45.783,58.93,98.315,70.764,60.568,201.427,201.427,195.901,45.574,260.697,21.856,48.033,50.797,76.574,126.272,96.625,93.074,49.809,50.523,78.019,38.141,154.808
"270","FRA","Booklet 01","5148","514802","51480206","Female",0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,140.311,147.071,147.071,32.768,38.814,26.835,21.542,205.838,205.838,68.279,56.6,313.78,218.356,95.747,200.993,200.993,51.016,67.302,185.502,75.301,48.626,24.41,101.76,54.532,38.152,50.571,60.552,53.526,76.605,59.321,173.508
"271","FRA","Booklet 01","5148","514802","51480222","Female",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.823,143.845,143.845,83.864,52.734,58.648,8.144,167.88,167.88,32.4,81.297,18.183,10.535,31.143,408.758,408.758,66.097,67.397,52.28,47.896,24.413,22.323,255.632,26.228,60.998,19.879,52.9,58.137,42.453,43.641,49.603
"272","FRA","Booklet 01","5149","514903","51490308","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,52.355,220.396,220.396,18.111,21.118,16.427,22.985,150.018,150.018,19.897,41.93,31.919,42.452,42.18,191.527,191.527,57.119,25.755,42.521,37.111,52.913,35.468,75.921,67.538,76.366,56.203,69.061,153.477,28.66,34.05,69.137
"273","FRA","Booklet 01","5149","514903","51490324","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,72.546,127.161,127.161,32.216,52.539,27.695,23.894,156.87,156.87,39.653,60.404,61.821,25.733,59.129,121.245,121.245,99.034,42.787,88.601,78.966,58.337,36.592,39.718,35.791,84.24,13.461,17.133,49.592,24.89,62.386,204.238
"274","FRA","Booklet 01","5150","515004","51500407","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,52.326,119.889,119.889,18.424,24.812,37.675,13.782,162.792,162.792,38.303,16.227,52.676,6.229,16.207,56.818,56.818,39.48,34.103,24.403,19.93,9.191,6.191,84.923,51.5,65.243,56.731,68.411,74.817,40.186,92.855,237.324
"275","FRA","Booklet 01","5150","515004","51500423","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27.888,293.116,293.116,35.847,91.683,39.699,18.304,198.457,198.457,33.095,88.351,306.928,52.666,138.981,99.243,99.243,58.231,17.424,260.529,51.632,118.312,26.087,167.852,272.112,52.549,33.928,96.971,32.372,74.151,14.209,NA
"276","ENG","Booklet 01","5001","500104","50010415","Male",0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,34.994,116.692,116.692,40.859,39.506,28.244,16.799,154.448,154.448,21.089,54.548,102.429,27.136,43.859,96.834,96.834,96.899,54.063,38.685,35.754,106.125,14.838,133.18,55.576,66.665,129.869,62.033,84.277,122.596,42.736,303.56
"277","ENG","Booklet 01","5001","500108","50010805","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,42.277,66.645,66.645,61.562,19.505,17.898,13.04,106.707,106.707,14.189,27.947,7.612,28.112,11.948,73.277,73.277,14.379,13.669,34.613,47.896,30.989,29.483,64.179,9.076,15.967,104.575,22.534,36.341,16.834,25.518,35.404
"278","ENG","Booklet 01","5002","500204","50020412","Male",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,38.009,141.624,141.624,27.355,39.308,23.715,27.282,115.678,115.678,25.331,47.192,57.181,62.092,41.279,117.641,117.641,35.525,26.634,51.588,39.062,177.816,1.252,58.261,102.085,42.545,26.875,46.101,60.892,55.163,27.226,48.153
"279","ENG","Booklet 01","5002","500204","50020428","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,50.591,269.449,269.449,49.621,54.27,12.318,12.255,37.085,37.085,21.813,29.802,91.079,20.442,56.594,112.106,112.106,24.311,32.206,127.738,52.941,93.182,14.874,47.877,71.315,37.418,21.764,47.514,124.14,78.247,37.629,154.604
"280","ENG","Booklet 01","5002","500209","50020915","Male",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,76.316,106.943,106.943,13.995,43.011,22.855,18.779,53.47,53.47,33.655,51.011,48.189,87.615,37.075,91.229,91.229,26.64,61.4,77.268,30.907,30.292,18.933,31.099,59.925,92.398,28.026,57.059,65.476,30.239,40.468,262.322
"281","ENG","Booklet 01","5003","500304","50030408","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45.425,57.151,57.151,17.217,12.64,17.62,49.285,44.245,44.245,22.373,7.461,25.923,16.73,48.309,4.874,4.874,8.853,9.514,0.756,13.215,54.947,2.233,13.767,1.025,0.747,8.741,6.261,1.61,27.219,3.113,54.692
"282","ENG","Booklet 01","5006","500602","50060211","Male",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,65.508,105.453,105.453,104.111,4.659,57.458,17.484,42.874,42.874,46.453,28.45,8.433,42.212,27.997,79.611,79.611,48.187,23.526,23.731,77.259,36.429,28.54,72.736,34.115,36.108,90.927,65.886,25.381,63.521,27.195,18.385
"283","ENG","Booklet 01","5006","500602","50060227","Female",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,21.506,126.086,126.086,16.606,67.946,32.804,14.135,42.909,42.909,16.384,87.197,11.206,86.202,21.055,87.547,87.547,68.648,13.229,11.937,115.47,20.254,19.619,4.801,111.064,42.711,48.381,66.257,111.471,21.491,60.941,79.287
"284","ENG","Booklet 01","5007","500701","50070102","Female",0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,75.224,281.253,281.253,40.397,89.515,53.208,36.516,189.551,189.551,69.359,49.301,49.907,108.708,53.777,160.966,160.966,83.4,37.508,63.534,52.216,89.131,38.012,81.13,57.044,63.803,32.052,41.817,68.008,52.966,56.416,95.49
"285","ENG","Booklet 01","5007","500701","50070118","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,24.849,110.573,110.573,13.663,46.497,20.09,12.994,155.065,155.065,22.89,119.773,35.87,37.474,44.596,61.858,61.858,47.247,15.337,46.349,31.71,21.251,53.606,15.604,56.254,94.17,22.306,101.896,148.443,20.797,60.407,93.395
"286","ENG","Booklet 01","5009","500904","50090404","Female",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.421,113.145,113.145,19.941,24.561,30.225,24.814,116.152,116.152,42.282,48.093,48.134,25.525,40.101,119.171,119.171,106.494,27.141,66.005,90.804,57.491,25.541,25.879,28.817,61.032,29.523,17.811,29.941,45.309,59.067,70.862
"287","ENG","Booklet 01","5010","501003","50100309","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,47.345,79.004,79.004,33.56,29.487,28.901,9.368,80.066,80.066,16.243,40.719,56.559,45.031,24.189,106.501,106.501,126.855,18.872,61.196,18.56,43.047,39.004,75.322,30.702,52.65,13.567,42.194,57.513,50.763,73.83,256.755
"288","ENG","Booklet 01","5010","501003","50100325","Female",0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,43.087,68.772,68.772,23.771,36.458,12.128,8.701,135.539,135.539,20.761,38.074,59.942,72.465,23.654,84.966,84.966,40.292,27.363,490.808,36.373,43.08,30.922,61.053,86.68,75.214,44.628,73.321,33.316,62.323,34.998,160.916
"289","ENG","Booklet 01","5011","501107","50110707","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,42.957,90.001,90.001,64.902,29.549,16.453,14.799,60.95,60.95,355.435,36.64,42.964,30.955,21.732,67.326,67.326,204.134,32,82.222,18.054,49.648,39.518,52.404,76.523,32.204,36.294,85.954,38.257,133.808,29.022,203.478
"290","ENG","Booklet 01","5011","501107","50110723","Male",0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.091,51.411,51.411,35.82,67.451,17.83,13.19,183.46,183.46,52.124,36.905,57.726,58.745,25.3,91.626,91.626,124.895,47.678,175.003,30.755,67.249,36.069,109.056,57.97,48.261,25.819,82.68,65.6,39.279,70.134,278.215
"291","ENG","Booklet 01","5012","501202","50120206","Female",0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,35.234,102.335,102.335,42.031,25.221,49.025,11.412,172.477,172.477,52.023,44.963,92.758,52.177,29.34,280.99,280.99,88.981,31.912,199.537,131.54,55.554,110.014,93.264,54.133,80.199,41.983,49.521,101.434,84.65,34.386,359.651
"292","ENG","Booklet 01","5012","501202","50120222","Female",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,44.568,252.898,252.898,84.839,39.096,29.583,18.227,146.331,146.331,45.568,67.548,51.792,158.425,106.745,121.118,121.118,54.885,79.036,239.268,68.686,65.707,57.588,75.341,348.539,51.445,28.659,42.972,108.827,49.869,35.105,129.357
"293","ENG","Booklet 01","5015","501505","50150514","Male",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,49.308,106.236,106.236,31.487,19.948,23.427,17.864,161.02,161.02,18.049,33.242,107.387,46.242,31.742,94.767,94.767,22.875,38.852,20.958,63.667,49.971,29.153,19.43,50.954,109.975,28.918,42.892,59.952,72.685,79.823,256.786
"294","ENG","Booklet 01","5016","501601","50160107","Female",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,45.294,61.369,61.369,30.336,52.822,66.408,20.29,255.604,255.604,11.471,54.179,68.456,61.352,29.257,89.458,89.458,54.559,44.133,76.134,26.57,54.528,23.347,78.028,107.176,74.006,36.037,122.079,127.316,81.163,57.503,236.541
"295","ENG","Booklet 01","5016","501601","50160123","Male",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,49.669,93.071,93.071,52.344,67.899,51.121,19.336,464.797,464.797,32.404,38.093,106.128,40.428,24.694,132.537,132.537,77.882,36.161,121.519,66.166,85.185,46.897,80.408,328.021,101.025,44.013,44.98,78.173,73.064,32.091,162.438
"296","ENG","Booklet 01","5017","501703","50170312","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,70.382,119.003,119.003,26.984,36.398,24.718,12.664,66.453,66.453,12.281,77.095,0.368,27.767,16.375,65.264,65.264,108.935,33.579,50.567,14.759,69.562,37.259,55.418,67.582,123.457,17.129,46.108,57.357,130.621,37.1,123.169
"297","ENG","Booklet 01","5017","501703","50170328","Female",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,49.203,73.567,73.567,47.656,95.271,23.397,8.723,161.428,161.428,27.622,38.575,46.263,16.475,18.591,63.311,63.311,61.936,33.693,75.735,65.37,14.245,49.379,64.429,26.814,112.705,27.651,51.873,114.085,61.61,46.416,59.1
"298","ENG","Booklet 01","5018","501805","50180508","Male",0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,76.323,274.785,274.785,15.269,29.879,65.001,8.434,93.863,93.863,22.44,26.817,46.365,53.985,24.812,75.842,75.842,48.755,13.356,44.327,68.447,25.774,17.702,61.621,28.309,27.729,29.09,37.066,77.108,118.644,42.211,195.004
"299","ENG","Booklet 01","5018","501805","50180524","Female",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,66.585,149.759,149.759,90.768,32.535,29.568,16.064,166.251,166.251,62.567,75.147,225.934,130.157,47.823,98.242,98.242,107.862,62.691,125.091,43.973,113.067,59.406,116.007,190.531,93.358,24.098,74.04,56.493,55.923,34.602,138.269
"300","ENG","Booklet 01","5020","502002","50200216","Female",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,84.3,127.614,127.614,51.965,46.32,64.797,18.535,224.175,224.175,34.327,101.021,63.531,102.482,111.105,190.384,190.384,186.485,55.336,21.133,39.937,82.006,43.623,79.15,124.405,95.987,24.085,45.695,55.772,52.457,40.55,71.745
"301","ENG","Booklet 01","5021","502104","50210408","Female",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,50.092,106.287,106.287,58.324,30.678,39.786,30.616,147.309,147.309,52.031,49.144,79.486,16.362,35.531,120.362,120.362,78.258,46.688,26.681,30.151,61.381,56.427,56.823,73.935,72.764,35.572,65.416,56.363,32.32,76.552,71.786
"302","ENG","Booklet 01","5023","502305","50230513","Female",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61.405,122.78,122.78,18.972,85.577,41.876,33.065,153.146,153.146,22.164,32.3,102.454,8.075,36.725,138.264,138.264,95.879,28.298,127.129,175.355,26.912,18.181,106.764,28.607,236.4,6.532,76.578,367.472,60.686,46.372,70.349
"303","ENG","Booklet 01","5024","502405","50240512","Female",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,58.4,178.394,178.394,92.075,34.648,40.039,26.42,72.076,72.076,28.485,45.253,26.824,90.071,90.906,75.44,75.44,97.7,44.039,100.737,61.492,150.703,45.732,145.845,111.559,76.594,67.747,59.666,54.209,50.738,38.398,148.974
"304","ENG","Booklet 01","5028","502804","50280419","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,111.226,137.138,137.138,67.681,12.909,21.289,9.505,139.035,139.035,11.626,87.11,4.868,9.202,56.976,22.481,22.481,19.632,16.955,16.912,8.523,5.089,9.114,6.23,47.187,8.711,3.3,5.266,9.161,9.135,5.386,6.11
"305","ENG","Booklet 01","5029","502903","50290305","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,79.982,245.488,245.488,35.037,97.446,31.552,20.344,224.93,224.93,36.187,55.421,17.228,18.557,18.968,249.402,249.402,215.731,25.782,40.094,39.031,97.148,30.347,11.41,67.893,196.103,244.5,26.422,171.625,3.788,1.855,3.385
