"","IDCNTRY","booklet_id","IDSCHOOL","IDCLASS","person_id","ITSEX","dum.fr","dum.eng","dum.hk","dum.kor","dum.qat","dum.nor","dum.twn","ME52024","ME52058A","ME52058B","ME52125","ME52229","ME52063","ME52072","ME52146A","ME52146B","ME52092","ME52046","ME52083","ME52082","ME52161","ME52418A","ME52418B","ME72007","ME72025","ME72017","ME72190","ME72068","ME72076","ME72056","ME72098","ME72103","ME72121","ME72180","ME72198","ME72227","ME72170","ME72209","ME52024t","ME52058At","ME52058Bt","ME52125t","ME52229t","ME52063t","ME52072t","ME52146At","ME52146Bt","ME52092t","ME52046t","ME52083t","ME52082t","ME52161t","ME52418At","ME52418Bt","ME72007t","ME72025t","ME72017t","ME72190t","ME72068t","ME72076t","ME72056t","ME72098t","ME72103t","ME72121t","ME72180t","ME72198t","ME72227t","ME72170t","ME72209t"
"188","FRA","Booklet 01","5100","510003","51000319","Male",0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,66.886,143.35,143.35,24.998,63.138,43.351,37.669,183.168,183.168,48.596,90.407,140.663,50.626,30.569,342.359,342.359,90.89,45.484,204.34,42.053,35.327,43.752,108.029,151.72,82.979,16.091,94.988,57.753,48.443,37.925,198.536
"189","FRA","Booklet 01","5101","510101","51010105","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,48.476,110.473,110.473,27.605,105.253,26.374,27.445,136.696,136.696,22.532,87.028,37.936,23.416,81.738,115.457,115.457,102.277,43.021,145.101,110.377,100.426,36.49,146.429,77.14,72.675,93.513,122.079,64.457,38.082,92.154,159.06
"190","FRA","Booklet 01","5102","510203","51020305","Female",0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,66.057,191.55,191.55,41.509,72.824,61.27,25.32,214.841,214.841,76.815,91.648,134.469,20.406,54.91,168.133,168.133,72.345,35.274,138.326,102.81,46.935,66.536,149.115,37.002,125.247,29.889,80.603,142.133,156.716,61.336,167.45
"191","FRA","Booklet 01","5102","510203","51020321","Female",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,24.596,81.931,81.931,45.859,153.457,70.366,13.236,226.261,226.261,60.718,141.851,178.073,33.374,60.277,126.713,126.713,46.697,72.524,93.026,164.444,66.738,59.585,153.813,81.619,182.865,23.9,103.234,83.099,95.528,84.513,161.625
"192","FRA","Booklet 01","5103","510302","51030206","Male",0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,175.343,100.909,100.909,31.788,106.749,33.963,11.533,153.347,153.347,32.431,60.886,43.407,34.177,73.263,80.262,80.262,54.974,54.514,89.744,51.978,43.161,44.544,157.163,85.401,74.021,29.74,58.957,113.455,58.054,32.105,197.609
"193","FRA","Booklet 01","5103","510302","51030222","Male",0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,46.326,70.91,70.91,43.9,18.352,42.435,17.087,120.572,120.572,42.745,58.664,121.162,47.718,41.165,182.847,182.847,89.563,30.891,348.43,85.391,74.474,76.977,78.687,193.269,125.585,29.935,80.903,94.474,75.442,62.233,179.795
"194","FRA","Booklet 01","5104","510407","51040709","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,27.569,82.435,82.435,30.314,40.719,41.274,17.105,216.201,216.201,26.293,58.083,33.565,13.24,43.003,117.41,117.41,64.324,100.732,72.611,86.371,196.677,66.836,117.63,19.504,43.233,21.063,45.168,79.402,31.69,51.917,141.892
"195","FRA","Booklet 01","5104","510407","51040725","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,67.845,303.537,303.537,67.341,90.94,145.435,81.443,379.633,379.633,73.785,114.96,134.514,44.322,119.361,250.399,250.399,134.728,35.279,95.019,162.254,151.906,37.763,81.919,46.458,50.215,33.167,NA,NA,NA,NA,NA
"196","FRA","Booklet 01","5105","510503","51050312","Male",0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,52.083,149.14,149.14,34.46,156.617,84.744,36.265,351.429,351.429,66.86,61.096,180.717,77.151,22.448,159.839,159.839,98.356,42.943,50.687,47.338,41.886,28.703,57.486,46.569,75.43,32.718,72.143,116.797,52.185,50.742,142.753
"197","FRA","Booklet 01","5105","510503","51050328","Male",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,38.214,97.545,97.545,31.262,41.727,101.693,26.909,167.123,167.123,71.11,73.181,41.732,40.965,37.655,107.425,107.425,65.639,43.477,33.125,69.686,39.014,28.097,135.984,29.99,52.465,22.868,56.606,77.612,81.051,64.968,29.324
"198","FRA","Booklet 01","5106","510604","51060414","Female",0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,18.169,118.544,118.544,22.092,34.315,17.197,15.385,216.73,216.73,23.95,83.154,55.246,53.145,23.417,132.6,132.6,51.635,58.087,206.392,64.05,58.122,43.333,105.222,50.442,72.372,42.044,57.164,118.357,146.019,40.758,357.182
"199","FRA","Booklet 01","5106","510608","51060801","Female",0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,50.788,173.031,173.031,39.971,31.179,38.028,10.504,139.183,139.183,57.023,112.504,79.998,39.291,64.955,234.812,234.812,147.093,46.233,166.42,81.968,146.756,86.32,91.661,375.633,124.707,69.055,88.741,43.249,66.293,46.077,51.074
"200","FRA","Booklet 01","5106","510608","51060817","Male",0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,64.258,292.058,292.058,27.091,32.525,117.136,15.573,94.317,94.317,52.512,131.929,135.561,28.855,28.173,270.483,270.483,61.576,34.833,53.9,57.28,42.073,26.916,70.855,186.743,79.777,128.061,79.051,55.332,64.276,35.862,233.496
"201","FRA","Booklet 01","5107","510702","51070206","Female",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,38.282,119.265,119.265,26.985,14.916,60.962,16.409,123.556,123.556,63.635,105.626,174.058,92.464,72.804,360.458,360.458,98.947,67.638,72.57,56.698,60.785,65.809,27.136,53.003,116.664,53.656,87.387,111.047,37.207,135.303,371.566
"202","FRA","Booklet 01","5107","510702","51070222","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,35.909,152.288,152.288,20.968,14.935,50.394,20.4,177.432,177.432,20.424,179.727,212.335,93.659,49.107,203.646,203.646,121.302,55.403,82.757,56.62,34.548,49.62,41.778,167.629,101.952,43.339,118.989,95.106,115.019,52.992,126.64
"203","FRA","Booklet 01","5107","510705","51070507","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,84.716,179.283,179.283,97.681,4.731,36.887,16.018,152.275,152.275,45.627,108.146,101.772,83.484,50.154,114.08,114.08,57.649,48.352,49.342,82.237,141.767,70.559,44.255,107.942,67.823,61.349,58.575,57.065,57.406,97.795,66.928
"204","FRA","Booklet 01","5107","510705","51070523","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,69.708,93.357,93.357,89.189,37.068,39.454,12.191,139.27,139.27,62.59,56.947,81.725,29.395,80.998,81.01,81.01,37.08,31.869,49.5,33.43,48.264,25.86,49.553,108.352,92.821,22.864,71.711,93.586,69.457,114.897,261.78
"205","FRA","Booklet 01","5109","510903","51090316","Female",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,54.765,225.607,225.607,34.614,36.584,30.698,32.874,147.7,147.7,34.638,56.224,83.001,74.658,38.87,149.891,149.891,44.526,78.267,50.822,260.578,103.088,65.531,89.042,71.04,70.948,48.359,74.987,92.481,71.348,10.242,105.073
"206","FRA","Booklet 01","5109","510908","51090810","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.309,67.484,67.484,18.841,51.448,16.195,21.662,63.977,63.977,12.161,24.053,27.222,12.769,41.207,80.913,80.913,27.815,21.214,28.997,31.86,21.643,8.772,23.767,64.605,34.935,17.518,40.329,55.93,32.609,37.167,56.34
"207","FRA","Booklet 01","5110","511003","51100302","Female",0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,29.242,120.082,120.082,21.484,56.6,25.093,38.61,149.338,149.338,53.82,61.188,26.352,49.078,40.975,81.057,81.057,61.814,20.069,93.678,37.496,34.824,30.214,62.128,55.401,60.736,21.033,69.382,79.081,49.53,39.223,82.125
"208","FRA","Booklet 01","5110","511003","51100318","Male",0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,53.171,129.532,129.532,125.904,91.11,105.034,16.713,373.942,373.942,37.979,84.336,33.429,23.572,71.399,120.842,120.842,58.446,82.437,251.18,144.12,57.46,57.055,79.227,329.491,89.287,34.45,123.918,127.03,NA,NA,NA
"209","FRA","Booklet 01","5110","511008","51100808","Female",0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,2,0,0,1,1,0,1,0,1,1,1,1,1,1,0,34.523,170.528,170.528,25.88,35.754,33.937,20.045,178.869,178.869,86.349,136.668,105.721,86.659,27.109,337.714,337.714,69.806,16.529,148.597,89.327,93.952,216.438,118.455,51.103,42.894,62.631,69.555,82.927,90.65,46.457,101.544
"210","FRA","Booklet 01","5110","511008","51100824","Female",0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,25.879,326.573,326.573,36.194,50.097,119.561,28.797,293.809,293.809,30.707,106.739,44.896,70.342,85.675,229.427,229.427,78.619,42.607,80.355,110.568,96.212,33.492,84.423,75.199,67.347,111.677,80.243,77.458,79.341,48.151,125.197
"211","FRA","Booklet 01","5111","511102","51110217","Female",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.881,166.781,166.781,67.059,48.342,18.532,15.97,66.944,66.944,24.338,63.174,97.947,24.634,57.848,58.941,58.941,59.826,52.527,30.869,27.122,60.792,22.195,111.537,35.1,40.735,31.822,99.462,45.009,63.052,48.495,111.498
"212","FRA","Booklet 01","5112","511204","51120426","Male",0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1,45.162,52.848,52.848,56.871,51.465,32.025,7.214,246.291,246.291,150.859,55.656,77.461,25.824,17.233,148.103,148.103,113.268,136.991,106.312,50.497,46.797,144.023,68.82,346.907,61.311,22.901,67.502,43.849,73.784,32.89,195.851
"213","FRA","Booklet 01","5113","511302","51130209","Female",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,56.912,184.468,184.468,40.377,67.136,84.815,23.13,357.846,357.846,59.263,108.835,155.292,115.489,78.061,162.273,162.273,95.803,64.931,68.46,119.472,113.334,56.471,156.79,78.272,71.852,55.056,112.003,82.545,35.662,61.157,34.348
"214","FRA","Booklet 01","5114","511405","51140507","Male",0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,71.874,129.391,129.391,31.61,29.582,73.429,21.025,193.256,193.256,58.871,64.545,156.176,95.411,77.095,184.576,184.576,88.085,68.745,191.704,81.464,68.544,49.79,70.538,194.544,77.362,49.138,79.759,57.516,98.869,61.206,194.416
"215","FRA","Booklet 01","5114","511405","51140523","Female",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,32.963,274.633,274.633,66.467,24.271,47.94,11.478,214.118,214.118,16.862,60.334,112.993,79.363,65.355,163.007,163.007,45.326,54.22,88.18,122.936,62.51,21.512,66.341,342.546,74.161,62.166,156.835,43.356,50.569,31.714,227.607
"216","FRA","Booklet 01","5115","511504","51150415","Male",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,25.283,80.581,80.581,16.133,41.613,13.171,13.313,104.085,104.085,26.135,46.931,16.611,53.686,27.97,41.669,41.669,28.614,20.348,14.838,26.894,27.354,5.327,81.974,48.64,36.061,25.124,48.469,82.785,25.474,39.301,148.638
"217","FRA","Booklet 01","5116","511601","51160102","Female",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,66.29,102.034,102.034,45.43,38.789,27.106,15.358,239.442,239.442,34.85,106.172,38.832,85.726,95.068,120.069,120.069,32.312,22.685,77.097,61.233,58.981,50.088,92.647,54.831,182.28,71.112,63.86,55.388,126.691,34.077,232.476
"218","FRA","Booklet 01","5116","511601","51160118","Female",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,62.782,114.18,114.18,27.24,43.412,31.716,15.007,114.253,114.253,31.05,73.278,58.477,88.767,28.924,55.956,55.956,45.884,22.734,76.928,53.405,35.581,19.067,21.33,36.792,59.868,84.025,66.017,68.186,18.986,56.715,546.248
"219","FRA","Booklet 01","5117","511702","51170213","Female",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,50.806,437.83,437.83,34.303,65.556,125.759,35.479,214.802,214.802,62.8,45.331,19.99,78.079,35.271,79.632,79.632,32.763,49.402,57.134,78.142,57.399,7.308,93.994,88.751,159.227,38.604,96.777,37.937,51.364,65.895,471.045
"220","FRA","Booklet 01","5118","511803","51180314","Male",0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,250.124,308.151,308.151,50.34,38.567,141.177,32.739,308.426,308.426,55.812,159.913,132.777,87.262,195.759,403.772,403.772,108.965,50.924,91.503,81.797,102.825,81.015,20.215,NA,NA,NA,NA,NA,NA,NA,NA
"221","FRA","Booklet 01","5118","511803","51180330","Male",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,67.47,226.409,226.409,38.899,148.621,96.719,20.028,289.45,289.45,62.04,126.74,62.886,27.036,44.887,120.873,120.873,28.14,25.098,142.545,43.486,75.837,42.987,95.057,70.304,107.343,65.733,87.985,123.07,44.342,88.115,94.598
"222","FRA","Booklet 01","5119","511907","51190716","Male",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77.928,154.32,154.32,30.561,38.663,26.287,16.912,135.009,135.009,34.778,46.68,47.794,72.353,46.423,122.331,122.331,47.181,58.873,68.673,57.046,38.813,35.826,53.491,83.124,92.777,60.849,88.901,97.204,59.998,58.609,98.392
"223","FRA","Booklet 01","5120","512002","51200206","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45.427,209.771,209.771,11.714,42.606,33.151,15.544,207.05,207.05,30.613,75.121,85.886,22.729,30.968,74.9,74.9,50.188,18.989,55.977,61.935,32.369,23.439,53.112,53.02,63.907,0.192,56.331,126.093,25.749,62.977,144.333
"224","FRA","Booklet 01","5120","512002","51200222","Male",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,44.886,118.691,118.691,23.615,55.634,49.365,23.936,200.996,200.996,70.616,104.883,303.859,36.449,33.999,98.906,98.906,61.184,48.065,82.253,93.377,61.723,38.644,182.268,199.145,82.53,44.259,69.149,73.597,1.039,65.319,149.829
"225","FRA","Booklet 01","5121","512101","51210109","Male",0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71.043,192.171,192.171,50.416,7.273,77.597,38.039,220.684,220.684,83.279,125.729,478.012,107.773,178.687,304.372,304.372,116.12,103.213,75.883,55.069,72.429,86.578,108.785,35.315,109.6,NA,NA,NA,NA,NA,NA
"226","FRA","Booklet 01","5121","512101","51210125","Female",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87.101,195.883,195.883,47.111,65.42,29.743,28.529,102.126,102.126,22.748,72.94,17.773,104.248,57.533,90.985,90.985,63.988,40.544,41.423,43.58,204.005,22.415,130.475,524.97,95.582,8.271,66.332,76.366,263.586,32.1,79.659
"227","FRA","Booklet 01","5121","512105","51210528","Male",0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,33.857,148.095,148.095,98.947,55.519,17.408,17.382,243.416,243.416,45.326,72.665,46.517,40.481,77.74,140.554,140.554,74.098,96.536,185.041,41.51,26.823,46.99,44.011,99.792,90.894,26.211,52.301,129.242,92.371,56.179,196.759
"228","FRA","Booklet 01","5122","512206","51220612","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,42.685,136.597,136.597,31.434,32.236,62.458,25.314,158.957,158.957,60.86,98.688,110.521,30.052,34.917,465.82,465.82,85.291,123.664,107.119,58.496,60.446,42.583,286.003,31.72,49.697,71.418,141.757,97.935,87.042,63.438,101.582
"229","FRA","Booklet 01","5123","512301","51230115","Male",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,52.95,118.723,118.723,50.233,14.918,17.846,13.213,77.072,77.072,30.694,61.106,49.604,19.378,36.793,136.513,136.513,29.528,56.25,46.076,5.94,32.893,21.923,71.426,78.359,85.48,26.851,52.287,158.845,91.924,33.219,167.005
"230","FRA","Booklet 01","5124","512404","51240407","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,106.147,188.57,188.57,38.6,72.543,40.272,27.592,161.192,161.192,54.719,116.96,36.391,32.362,44.896,117.856,117.856,89.584,43.33,50.744,82.587,246.196,67.156,149.694,32.91,175.234,16.065,73.298,110.169,40.128,41.498,171.265
"231","FRA","Booklet 01","5124","512404","51240423","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,45.864,76.417,76.417,53.148,32.395,25.915,19.664,97.338,97.338,16.496,44.822,49.449,16.116,28.971,34.172,34.172,40.066,28.356,13.629,24.277,15.86,7.213,32.493,74.49,47.367,11.356,52.369,114.024,19.285,55.744,41.636
"232","FRA","Booklet 01","5125","512501","51250114","Female",0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,36.507,69.682,69.682,21.896,46.485,53.924,15.234,106.244,106.244,63.132,118.449,112.414,51.478,60.483,230.273,230.273,91.88,46.715,42.408,26.471,61.088,47.314,76.077,144.712,128.938,37.602,76.335,78.81,62.032,46.71,181.381
"233","FRA","Booklet 01","5126","512604","51260405","Female",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,36.218,140.99,140.99,58.619,30.279,56.74,69.518,149.571,149.571,34.48,79.808,155.363,31.023,112.042,77.802,77.802,78.689,79.015,95.092,62.872,128.363,108.65,159.076,62.572,78.15,49.461,61.733,115.386,34.895,81.121,177.924
"234","FRA","Booklet 01","5126","512604","51260421","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,38.827,75.027,75.027,37.816,22.66,26.519,14.455,299.345,299.345,41.36,30.07,52.486,27.793,27.552,297.106,297.106,86.779,142.024,193.177,31.438,22.326,213.571,91.223,66.422,50.848,80.27,60.907,58.902,45.876,46.411,300.348
"235","FRA","Booklet 01","5127","512704","51270413","Male",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,105.693,197.817,197.817,298.164,138.368,39.728,17.396,241.61,241.61,18.464,88.018,17.363,7.232,27.855,54.323,54.323,40.355,20.152,48.536,64.154,70.968,62.396,62.65,102.208,57.773,75.371,92.642,77.254,31.939,40.587,32.963
"236","FRA","Booklet 01","5128","512803","51280308","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.716,87.674,87.674,13.661,17.314,19.455,8.27,154.423,154.423,21.838,18.998,8.658,6.207,59.738,272.255,272.255,17.058,11.388,31.545,28.537,9.374,5.981,33.533,13.018,26.17,12.169,37.255,63.828,80.237,38.463,88.272
"237","FRA","Booklet 01","5129","512905","51290512","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.273,102.865,102.865,10.926,23.843,19.215,20.923,111.16,111.16,28.693,37.112,53.513,10.798,24.104,44.425,44.425,30.413,30.809,21.726,29.674,19.99,22.41,57.827,44.627,38.794,55.731,81.946,94.382,29.962,30.209,395.591
"238","FRA","Booklet 01","5131","513102","51310217","Male",0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,99.955,174.726,174.726,14.185,30.37,34.722,15.296,145.536,145.536,41.93,162.736,38.652,18.684,28.989,136.263,136.263,80.068,17.917,50.342,42.302,81.535,29.194,96.063,68.968,60.727,87.648,67.23,51.948,39.282,14.657,50.505
"239","FRA","Booklet 01","5132","513203","51320307","Male",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,62.645,369.09,369.09,38.686,23.16,52.255,24.984,104.556,104.556,68.124,87.202,63.515,41.745,52.762,130.855,130.855,61.616,28.466,83.831,73.848,78.106,48.59,78.048,53.018,77.278,24.502,93.104,118.081,69.609,81.777,222.297
"240","FRA","Booklet 01","5132","513203","51320323","Female",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,103.404,166.237,166.237,26.427,51.024,84.665,23.436,221.112,221.112,30.777,61.919,185.856,38.856,121.579,264.118,264.118,46.265,81.546,55.558,68.609,63.847,45.511,120.214,350.841,74.859,22.662,74.139,61.286,24.374,31.839,118.672
"241","FRA","Booklet 01","5133","513301","51330115","Female",0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.663,118.209,118.209,26.375,58.984,80.879,23.065,239.64,239.64,31.293,94.474,152.834,42.235,139.212,83.201,83.201,69.034,21.893,46.345,76.984,47.44,42.836,119.756,56.528,63.557,20.091,68.985,78.646,36.178,56.32,268.273
"242","FRA","Booklet 01","5134","513401","51340109","Male",0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,2,1,0,1,1,0,1,0,0,1,0,0,1,1,1,67.573,149.174,149.174,11.609,37.28,50.693,40.968,273.901,273.901,122.728,141.731,60.318,31.446,132.435,157.351,157.351,83.759,60.145,109.469,33.367,98.683,43.292,84.016,164.513,90.433,55.734,26.198,52.544,80.238,80.941,245.424
"243","FRA","Booklet 01","5134","513401","51340125","Male",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,97.023,213.697,213.697,45.947,29.039,149.823,34.743,104.981,104.981,59.01,153.063,202.494,70.962,50.588,155.981,155.981,117.704,74.724,74.622,56.06,88.097,144.592,72.3,62.956,186.365,46.354,93.485,113.377,90.021,74.114,38.825
"244","FRA","Booklet 01","5134","513404","51340413","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48.935,207.843,207.843,30.638,11.751,22.48,7.88,141.904,141.904,17.423,68.009,35.899,50.476,32.634,151.286,151.286,56.744,26.679,17.589,52.455,50.578,2.768,18.166,32.769,125.501,9.462,99.507,51.071,136.193,52.434,272.948
"245","FRA","Booklet 01","5135","513501","51350111","Male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,60.839,160.569,160.569,64.923,42.476,94.449,38.512,56.827,56.827,113.759,81.58,227.483,37.094,41.424,144.741,144.741,150.951,37.458,33.337,45.207,69.546,96.385,119.024,102.176,88.071,24.227,100.569,228.961,15.104,66.903,298.311
"246","FRA","Booklet 01","5135","513504","51350407","Male",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,8.148,56.771,56.771,25.185,33.221,26.004,14.122,56.401,56.401,23.932,54.714,12.613,23.152,26.723,91.321,91.321,37.752,28.119,19.965,22.033,15.697,37.012,56.364,50.174,15.661,22.328,43.792,56.357,36.214,38.317,126.372
